SMM-ID,lat,long,name,city,municipality,country,rank,reference,eary_preclassic_2000bc_1000_bc,middle_preclassic_1000bc_400bc,late_preclassic_400bc_100ad,early_classic_250ad_600ad,late_classic_600ad_800ad,terminal_classic_800ad_900ad,early_postclassic_900ad_1200ad,late_postclassic_1200ad_1519ad,post_conquest_1520ad_1697ad,time_check_01,time_check_02,time_no_data_found
180,-89.51863,18.56776,Aguada Carolina,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
181,-91.09421,14.31137,Aguna,Santa Lucia Cotzumalguapa,Escuintla,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
182,-92.10323,18.15299,Alamilla,Palizada,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
183,-89.84676,20.15094,Almuchil,Hopelchen,Campeche,Mexico,3,Ref. Dunning 1992,,,,,,,,,,,,
184,-89.11802998,17.18968874,Alta Vista,,Cayo,Belize,3,Ref. Iannone 2003,,,,,,,,,,,,
185,-89.54439578,17.98324373,Altamira,Champoton,Campeche,Mexico,3,Ref. Sprajc,,,,,,,,,,,,
186,-90.61644,14.47529,Amatitlan,Amatitlan,Guatemala,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
187,-91.17135,18.93403,Anonal,Pendiente,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
188,-91.07455,14.93308,Antigua Chichicastenango,Chichicastenango,Quiche,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
189,-91.10938,19.01598,Arenal,Pendiente,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
190,-91.77199,14.45935,Arriola,Retalhuleu,Retalhuleu,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
191,-89.243647,17.85729089,Arroyo Negro,Hopelchen,Campeche,Mexico,3,Ref. Sprajc,,,,,,,,,,,,
192,-92.10809761,18.61969862,Atasta,Pendiente,Campeche,Mexico,3,Ref. Matheny 1970,,,,,,,,,,,,
193,-87.80559811,21.40548688,Atlas 27,Tizimin,Yucatan,Mexico,3,Ref. Kepecs 1999,,,,,,,,,,,,
194,-89.64445,18.74658,Aurora,Hopelchen,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
195,-91.01525,15.11733,Awilix,San Pedro Jocopilas,Quiche,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
196,-90.36576,14.71273,Azacualpilla,Palencia,Guatemala,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
197,-89.12806815,21.05665772,Azahar,Tekanto,Yucatan,Mexico,3,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
198,-90.13147,20.24142,Bacabchen,Hecelchakan,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
199,-90.08179,19.84151,Bakna,Tenabo,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
200,-90.22826,20.0656,Bakne,Tenabo,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
201,-89.58492516,17.8762046,Balakbal,Champoton,Campeche,Mexico,3,Ref. Sprajc,,,,,,,,,,,,
202,-89.946,18.56066667,Balamku or Chunhabil,Champoton,Campeche,Mexico,3,Ref. Mayer 2006,,,,X,X,X,,,,X,,
203,-89.42894,20.21229,Balandzay,Oxkutzcab,Yucatan,Mexico,3,Ref. Dunning 1992,,,,,,,,,,,,
204,-89.69606,20.11539,Balche,Hopelchen,Campeche,Mexico,3,Ref. Dunning 1992,,,,,,,,,,,,
205,-91.18778,15.38993,Baschuc,Nebaj,Quiche,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
206,-90.02416,18.0273,Bateas,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
207,-90.06304,20.38578,Becal,Calkini,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
208,-90.63555,15.10854,Belejtsak,Cubulco,Baja Verapaz,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
209,-91.49751,18.46262,Boca de Balchakan or Boca de Balchacan,Pendiente,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
210,-90.15053,19.82696,Bohola,Tenabo,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
211,-90.14701,19.45685,Bolonchen,Campeche,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
212,-89.79836,19.94472,Bolonchenticul,Hopelchen,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
213,-90.18008,20.04105,Bolonchoh or BolonChoch,Hecelchakan,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
214,-90.13308,18.3636,Bomba,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
215,-91.06483333,16.7045,Bonampak,Ocosingo,Chiapas,Mexico,3,Ref. Mayer 2006,,,,X,X,,,,,X,,
216,-90.32331,13.90907,Bonete,Chiquimulilla,Santa Rosa,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
217,-90.66515,19.69467,Boxol,Campeche,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
218,-90.12381,15.00013,Bucaral,Morazan,El Progreso,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
219,-90.75337,18.1268,C. de los Muertos,Pendiente,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
220,-89.58018,20.33384,CaborTzehta'bay,Ticul,Yucatan,Mexico,3,Ref. Dunning 1992,,,,,,,,,,,,
221,-89.81306,19.38413,Caca de Xcamba,Hopelchen,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
222,-89.4989,18.53021,Caca de Yhanha,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
223,-90.19037,19.94627,Cacabbeec,Tenabo,Campeche,Mexico,3,Ref. Witschey 2009,,,,,,,,,,,,
224,-90.17423,19.48064,Cacabcutz,Campeche,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
225,-89.96669,20.17423,Cacabxnuc or Cancabnuk,Hecelchakan,Campeche,Mexico,3,Ref. Dunning 1992,,,,,,,,,,,,
226,-87.74668116,21.39220704,Cafetal,Tizimin,Yucatan,Mexico,3,Ref. Kepecs 1999,,,,,,,,,,,,
227,-89.55971,15.43068,Cahaboncito,El Estor,Izabal,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
228,-90.9642,14.26364,Caimito,La Democracia,Escuintla,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
229,-90.3395,19.98012,Calakmul II,Tenabo,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
230,-90.87086,15.3777,Calante,Uspantan,Quiche,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
231,-90.12681,20.32961,Calkini or Kalkini,Calkini,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
232,-89.45877733,21.05890338,Calotmul de Yaxkukul,Yaxkukul,Yucatan,Mexico,3,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
233,-91.50748,15.29747,Cambote,Zaculeu,Huehuetenango,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
234,-91.87288,15.61297,Camojallito,La Democracia,Huehuetenango,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
235,-90.466,14.52118,Canchon,Fraijanes,Guatemala,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
236,-90.37045,19.88696,Cansacbe,Campeche,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
237,-90.55704,19.25725,Cansayab,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
238,-90.96686,14.21975,Cantarrana,La Democracia,Escuintla,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
239,-90.97963,15.38714,Caquixay,Cunen,Quiche,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
240,-89.22743525,18.04081623,Carlos A. Madrazo,Hopelchen,Campeche,Mexico,3,Ref. Sprajc,,,,,,,,,,,,
241,-91.06642,14.03064,Carolina,La Gomera,Escuintla,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
242,-89.81369,19.3634,Carolina,Hopelchen,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
243,-90.55606,17.96752,Carrizal,Pendiente,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
244,-90.52043,18.58666,Carrizal,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
245,-91.46404,15.82818,Catepan I,San Mateo Ixtatan,Huehuetenango,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
246,-88.95115139,21.22901026,Cecilio,Dzilam Gonzalez,Yucatan,Mexico,3,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
247,-90.53029,14.62061,Cementerio,Guatemala,Guatemala,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
248,-89.76143,18.15926,Central Buenfil,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
249,-92.04442064,18.60458883,Cerrillos,Pendiente,Campeche,Mexico,3,Ref. Matheny 1970,,,,,,,,,,,,
250,-90.81608,14.60528,Cerritos Itzapa,San Andres Itzapa,Chimaltenango,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
251,-87.87651813,21.48825149,Cerritos or San Fernando 3,Tizimin,Yucatan,Mexico,3,Ref. Kepecs 1999,,,,,,,,,,,,
252,-89.39835,15.5754,Chacchila,El Estor,Izabal,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
253,-89.21535346,20.32891168,Chacchob,Tekax De Alvaro Obregon,Yucatan,Mexico,3,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
254,-89.34526292,20.17255557,Chacmultun,Tekax De Alvaro Obregon,Yucatan,Mexico,3,Ref. Kelly 1993,,,,,,,,,,,,
255,-90.01485,14.68855,Chagulte,Jalapa,Jalapa,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
256,-89.95026,15.74517,Chajmaic,Fran Bartolome de las Casas,Alta Verapaz,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
257,-91.05127,15.48817,Chajul,Nebaj,Quiche,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
258,-90.66862,19.25157,Chakanputun,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
259,-91.30318,15.34229,Chalchitan,Aguacatan,Huehuetenango,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
260,-89.49867032,17.90925164,Champerico,Champoton,Campeche,Mexico,3,Ref. Sprajc,,,,,,,,,,,,
261,-89.8074,19.65898,Chanchen,Hopelchen,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
262,-89.95141,15.33874,Chanchunac or Canchunac,Senahu,Alta Verapaz,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
263,-89.49536,18.46218,Channa,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
264,-90.65857,19.31449,Chatel,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
265,-89.81354,19.47996,Chechan,Hopelchen,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
266,-90.1423,18.483,Chen Laguna,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
267,-90.79801,15.34197,Chicaman,Chicaman,Quiche,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
268,-89.486,18.50666667,Chicanna,Champoton,Campeche,Mexico,3,Ref. Mayer 2006,,,,,,,,,,,,
269,-91.5971,15.3271,Chicol I,Santa Barbara,Huehuetenango,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
270,-91.60738,15.33733,Chicol II,Santa Barbara,Huehuetenango,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
271,-91.16693,15.03798,Chicorral,San Antonio Ilotenango,Quiche,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
272,-90.41926,15.41293,Chicuxab,Coban,Alta Verapaz,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
273,-89.91458,17.82014,Chilar,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
274,-90.22527,19.87464,Chilib,Tenabo,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
275,-91.92145,15.34355,Chilipe,Cuilco,Huehuetenango,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
276,-90.52001,14.74048,Chillani,San Raymundo,Guatemala,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
277,-90.51426,14.68826,Chinautla,Chinautla,Guatemala,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
278,-88.98556471,20.94125317,Chobenchen,Izamal,Yucatan,Mexico,3,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
279,-91.07227,14.92553,Chontala,Chichicastenango,Quiche,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
280,-91.11338,14.91843,Chuabaj,Chichicastenango,Quiche,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
281,-91.12398,15.28676,Chuchun,Sacapulas,Quiche,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
282,-91.09673,14.96859,Chulumal III,Chiche,Quiche,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
283,-90.00111,17.82014,Chumbec,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
284,-91.51218,18.45424,Chumpa,Pendiente,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
285,-90.50883,19.74689,Chumpich,Campeche,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
286,-90.65549,19.56789,Chuncan,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
287,-89.22712365,20.14722542,Chuncanob,Tekax De Alvaro Obregon,Yucatan,Mexico,3,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
288,-89.68986,19.31182,Chunchintok,Hopelchen,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
289,-89.79619,20.15626,Chunhuhub,Hopelchen,Campeche,Mexico,3,Ref. Dunning 1992,,,,,,,,,,,,
290,-89.83383,20.11152,Chunhuhub,Hopelchen,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
291,-89.5514,19.41866,Chunmul,Hopelchen,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
292,-90.24551,18.67155,Civiltuk,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
293,-90.10721,18.66686,Civituk,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
294,-91.05366,18.17841,Coahuila,Pendiente,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
295,-91.25082,15.22263,Comitancillo,Sacapulas,Quiche,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
296,-90.03948,20.14513,Compich,Hecelchakan,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
297,-90.78024,14.31966,Concepcion,Escuintla,Escuintla,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
298,-87.33503,21.41414,Conil,Lazaro Cardenas,Quintana Roo,Mexico,3,Ref. Glover and Estaban 2005,,,,,,,,,,,,
299,-91.73214,16.03006,Copalar,Nenton,Huehuetenango,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
300,-89.69468,19.22412,Cosalche,Hopelchen,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
301,-90.41764,14.06666,Costarrical,Guazacapan,Santa Rosa,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
302,-91.10881,15.68525,Covadonga,Nebaj,Quiche,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
303,-89.41147401,20.92864531,Cuca,Tixkokob,Yucatan,Mexico,3,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
304,-90.68945,14.90543,Cucul or Kukul,San Martin Jilotepeque,Chimaltenango,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
305,-91.9626,15.39664,Cuilco Viejo,Cuilco,Huehuetenango,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
306,-87.85025834,21.11885438,Culuba,Tizimin,Yucatan,Mexico,3,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
307,-89.47143,18.5581,Culucbalom,Hopelchen,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
308,-91.46148,18.51763,Cuyos de Avila,Pendiente,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
309,-90.94708,18.09427,Delicias,Pendiente,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
310,-91.16197,17.96205,Desengano,Balancan,Tabasco,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
311,-90.00722,17.91383,Discordia,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
312,-87.71100671,21.39597614,don Bon,Tizimin,Yucatan,Mexico,3,Ref. Kepecs 1999,,,,,,,,,,,,
313,-90.50266,19.93555,Dos Bocas,Campeche,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
314,-90.93762,17.53321,Dos Naciones,San Andres,Peten,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
315,-89.7377,20.14635,Dsecilna,Hopelchen,Campeche,Mexico,3,Ref. Dunning 1992,,,,,,,,,,,,
316,-88.44036259,21.10099325,Dzadz Naranja,Espita,Yucatan,Mexico,3,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
317,-88.56662152,20.96230608,Dzebtun,Cenotillo,Yucatan,Mexico,3,Ref. Andrews A P et al 1989,,,,,,,,,,,,
318,-89.9695,19.65868,Dzehkabtun,Hopelchen,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
319,-89.78744,19.41807,Dzibalchen I,Hopelchen,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
320,-90.12002,20.26151,Dzibalchen II,Hecelchakan,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
321,-88.0663846,21.31549205,Dzibalku,Tizimin,Yucatan,Mexico,3,Ref. Kepecs 1999,,,,,,,,,,,,
322,-88.75866,18.63841,Dzibanche,Othon P. Blanco,Quintana Roo,Mexico,3,Ref. Witschey 2009,,,,X,X,X,,,,X,,
323,-88.41064764,21.21596778,Dzibiac,Sucila,Yucatan,Mexico,3,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
324,-89.91382,19.51357,Dzibiltun,Hopelchen,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
325,-89.03749966,21.24327018,Dzidzantun,Dzidzantun,Yucatan,Mexico,3,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
326,-89.49913,20.05417,Dzula,Oxkutzcab,Yucatan,Mexico,3,Ref. Dunning 1992,,,,,,,,,,,,
327,-90.73869,14.99242,East Coquil,Joyabaj,Quiche,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
328,-91.01971,14.24878,El Balsamo,Santa Lucia Cotzumalguapa,Escuintla,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
329,-89.39786648,18.17778475,El Carmen,Hopelchen,Campeche,Mexico,3,Ref. Sprajc,,,,,,,,,,,,
330,-90.83302,18.14475,El Cuyo,Pendiente,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
331,-89.36731357,17.85313403,El Diablon,Hopelchen,Campeche,Mexico,3,Ref. Sprajc,,,,,,,,,,,,
332,-91.73318,14.40768,El Espanol,Retalhuleu,Retalhuleu,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
333,-89.4830821,17.820087,El Gallinero,Hopelchen,Campeche,Mexico,3,Ref. Sprajc,,,,,,,,,,,,
334,-90.92471,17.23926,El Hormiguero II,La Libertad,Peten,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
335,-91.90268,18.32923,El Hular,Pendiente,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
336,-90.35937,18.71591,El Llanto,Escarcega,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
337,-89.26650973,17.97617707,El Mameyal,Hopelchen,Campeche,Mexico,3,Ref. Sprajc,,,,,,,,,,,,
338,-89.33364301,18.24741215,El Manantial,Hopelchen,Campeche,Mexico,3,Ref. Sprajc,,,,,,,,,,,,
339,-90.23331,14.2614,El Molino,Cuilapa,Santa Rosa,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
340,-92.11304,18.20685,El Negro,Palizada,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
341,-89.33343516,18.06991425,El Palmar,Hopelchen,Campeche,Mexico,3,Ref. Sprajc,,,,,,,,,,,,
342,-90.62473,18.27489,El Pedregal,Pendiente,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
343,-90.35578,17.26605,El Peru,San Andres,Peten,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,X,X,,,,,X,,
344,-89.46413,18.1547,El Porvenir,Hopelchen,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
345,-90.37855,14.18502,El Prado,Pueblo Nuevo Vinas,Santa Rosa,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
346,-89.85795,14.67359,El Recreo,San Pedro Pinula,Jalapa,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
347,-91.69868,14.80792,El Rincon,San Martin Sacatepequez,Quezaltenango,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
348,-90.16821,20.12853,El Rosal,Hecelchakan,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
349,-90.962,17.53273,El Ruinal,San Andres,Peten,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
350,-89.3824861,17.9797104,El Sacrificio,Hopelchen,Campeche,Mexico,3,Ref. Sprajc,,,,,,,,,,,,
351,-92.10289,14.80508,El Sitio,Catarina,San Marcos,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
352,-89.96205,14.92816,El Teron,San Agustin Acasaguastlan,El Progreso,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
353,-90.43144,14.05819,El Tesoro,Guazacapan,Santa Rosa,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
354,-90.94525,17.57867,El Tigre,San Andres,Peten,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
355,-90.96176,15.44556,El Tigre,San Juan Cotzal,Quiche,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
356,-90.37897,14.07567,El Ujuxte,Chiquimulilla,Santa Rosa,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
357,-90.78478,18.06547,El Vinal,Pendiente,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
358,-90.83349,17.3571,El Yesal,San Andres,Peten,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
359,-87.93683748,21.56200824,Emal or El,Tizimin,Yucatan,Mexico,3,Ref. Kepecs 1999,,,,,,,,,,,,
360,-89.92437,15.34165,Esperancita,Ponzos,Alta Verapaz,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
361,-89.04217949,17.17196009,Esperanza,,Cayo,Belize,3,Ref. Iannone 2003,,,,,,,,,,,,
362,-90.0531,18.18516,Esperanza,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
363,-90.72551,17.9919,Esperanza,Pendiente,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
364,-91.9648,14.33177,Estero del Muerto,Champerico,Retalhuleu,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
365,-89.34335868,20.99822608,Euan,Tixkokob,Yucatan,Mexico,3,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
366,-89.29955676,18.16926319,Felipe Angeles,Hopelchen,Campeche,Mexico,3,Ref. Sprajc,,,,,,,,,,,,
367,-91.71162,14.53241,Flamenco,Retalhuleu,Retalhuleu,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
368,-88.9375816,17.21254686,Floral Park,,Cayo,Belize,3,Ref. Kelly 1996,,,,,,,,,,,,
369,-88.8981322,17.79704022,Gran Cacao,,Orange Walk,Belize,3,Ref. Vaughan 2006,,,,,,,,,,,,
370,-88.89995029,17.74597606,Great Savanna,,Orange Walk,Belize,3,Ref. Vaughan 2006,,,,,,,,,,,,
371,-89.24111381,20.90627241,Hacienda Muna,Tahmek,Yucatan,Mexico,3,Ref. Covarrubias; Villanueva 2008,,,,,,,,,,,,
372,-90.25826,20.46053,Hacienda Tankuche,Calkini,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
373,-89.44217,18.81136,Halaltun,Hopelchen,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
374,-90.67748,19.41334,Haltunchen,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
375,-88.18380846,21.29121722,Haltunchen,Tizimin,Yucatan,Mexico,3,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
376,-90.37775,19.92377,Hampolol,Campeche,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
377,-90.18617,20.14045,Heselchakan or Hecelchakan,Hecelchakan,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
378,-90.48769,19.54863,Homobo or Hobomo,Champoton,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
379,-91.98244,14.3665,Hondo de Molina,Champerico,Retalhuleu,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
380,-90.18113,19.5935,Hontun,Campeche,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
381,-90.18946,20.05225,Hopomo or Hobomo,Tenabo,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
382,-91.96624,14.35179,Horacio,Champerico,Retalhuleu,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
383,-91.37538,18.8131,Horno,Pendiente,Campeche,Mexico,3,Ref. Muller 1960,,,,,,,,,,,,
384,-89.69374757,20.80614564,Hotzuc,Merida,Yucatan,Mexico,3,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
385,-91.05888,15.52394,Huil,Nebaj,Quiche,Guatemala,3,Ref. 1991;IGM; IAH GT Map,,,,,,,,,,,,
